Case Number,Case Subtype,Case File Date,Claim Amount,Case Status,Next Hearing Desc,Next Hearing Date,Disposition Desc,Disposition Date,Judgment Text,Judgment Date,Judgment Amount,Attorney Fees,Court Costs,Pre-Judg Int Rate,Post-Judg Int Rate,PATT,DATT,JFP,JFD
221200364083,Debt Claim,10/13/2022,2089.15,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,2089.15,0.0,54.0,0.0,8.5,1,0,0,0
221200364425,Small Claims,10/14/2022,18451.8,Appeal,Judge Trial,10/26/2023,Appeal Filed,11/16/2023,Final Judgment,10/26/2023,11120.0,0.0,54.0,0.0,8.5,0,0,0,0
221200371150,Debt Claim,10/19/2022,1540.23,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,1540.23,0.0,119.0,0.0,7.5,1,1,0,0
221200379163,Debt Claim,10/25/2022,5336.54,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,5336.54,0.0,142.06,0.0,,1,0,0,0
221200390754,Small Claims,11/02/2022,3750.0,Disposed,Judge Trial,10/26/2023,Trial or Hearing by Judge (OCA),10/26/2023,Final Judgment,10/26/2023,1250.0,0.0,144.0,0.0,8.5,0,0,0,0
221200399924,Debt Claim,11/09/2022,12918.15,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,12568.15,0.0,142.06,0.0,7.75,1,0,0,0
221200401859,Small Claims,11/10/2022,10400.17,Disposed,Default Docket,10/11/2023,Default Judgment (OCA),10/11/2023,Default Judgment,10/11/2023,10400.17,975.0,128.0,0.0,8.5,1,0,0,0
221200403493,Small Claims,11/11/2022,4900.0,Disposed,Judge Trial,10/12/2023,Trial or Hearing by Judge (OCA),10/12/2023,Final Judgment,10/12/2023,3000.0,0.0,129.0,0.0,8.5,0,0,0,0
221200406091,Debt Claim,11/10/2022,1704.76,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,1704.76,0.0,140.0,0.0,,1,0,0,0
221200413155,Debt Claim,11/18/2022,4788.53,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,4788.53,0.0,140.0,0.0,,1,0,0,0
221200426734,Debt Claim,11/30/2022,6250.57,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,6250.57,0.0,140.0,0.0,,1,0,0,0
221200428889,Small Claims,12/01/2022,3428.98,Disposed,Default Docket,10/11/2023,Default Judgment (OCA),10/11/2023,Default Judgment,10/11/2023,3428.98,0.0,49.0,32.54,5.5,1,0,0,0
221200442912,Small Claims,12/12/2022,4600.0,Disposed,Judge Trial,10/12/2023,Trial or Hearing by Judge (OCA),10/12/2023,Final Judgment,10/12/2023,1500.0,0.0,134.0,0.0,8.5,0,0,0,0
221200446749,Small Claims,12/14/2022,3201.02,Disposed,Judge Trial,10/26/2023,Trial or Hearing by Judge (OCA),10/26/2023,Final Judgment,10/26/2023,0.0,0.0,0.0,0.0,,0,0,0,0
221200455670,Debt Claim,12/20/2022,4252.17,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,4252.17,0.0,140.0,0.0,8.5,1,0,0,0
221200464212,Debt Claim,12/21/2022,13775.0,Disposed,,,Agreed Judgment (OCA),10/09/2023,Agreed Judgment,10/09/2023,13775.0,4590.0,54.0,1445.43,7.75,1,0,0,0
221200464613,Debt Claim,12/27/2022,8000.0,Disposed,Judge Trial,10/09/2023,Trial or Hearing by Judge (OCA),10/09/2023,Final Judgment,10/09/2023,3500.0,0.0,54.0,0.0,8.5,1,0,0,0
221200466676,Small Claims,12/29/2022,673.78,Disposed,Default Docket,07/27/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,500.0,0.0,134.0,0.0,,1,0,0,0
231200007025,Small Claims,01/05/2023,3584.85,Disposed,Judge Trial,10/19/2023,Default Judgment (OCA),10/19/2023,Default Judgment,10/19/2023,2584.85,0.0,54.0,0.0,8.5,1,0,0,0
231200009172,Small Claims,01/09/2023,4592.22,Disposed,Judge Trial,10/19/2023,Trial or Hearing by Judge (OCA),10/19/2023,Final Judgment,10/19/2023,1200.0,0.0,279.0,0.0,8.5,0,0,0,0
231200022633,Debt Claim,01/17/2023,1132.0,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,1132.0,0.0,141.56,0.0,8.5,1,0,0,0
231200026331,Small Claims,01/18/2023,2913.95,Disposed,Judge Trial,10/12/2023,Trial or Hearing by Judge (OCA),10/12/2023,Final Judgment,10/12/2023,2000.0,0.0,129.0,0.0,8.5,0,0,0,0
231200031009,Debt Claim,01/23/2023,5188.68,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,5188.68,0.0,140.0,0.0,,1,1,0,0
231200031024,Debt Claim,01/23/2023,6556.89,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,6556.89,0.0,140.0,0.0,,1,0,0,0
231200031035,Debt Claim,01/23/2023,3178.55,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,3178.55,0.0,140.0,0.0,,1,0,0,0
231200031038,Debt Claim,01/23/2023,3513.59,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,3513.59,0.0,54.0,0.0,,1,0,0,0
231200031064,Debt Claim,01/23/2023,1568.56,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,1568.56,0.0,140.0,0.0,8.5,1,0,0,0
231200034736,Debt Claim,01/25/2023,2311.64,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,865.58,0.0,119.0,0.0,7.75,1,0,0,0
231200041543,Debt Claim,01/30/2023,2267.94,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,2267.94,0.0,140.0,0.0,7.5,1,0,0,0
231200044666,Small Claims,02/02/2023,2980.78,Disposed,Judge Trial,10/19/2023,Default Judgment (OCA),10/19/2023,Default Judgment,10/19/2023,2980.28,0.0,54.0,0.0,8.5,1,0,0,0
231200044808,Debt Claim,01/31/2023,3717.99,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,3717.99,0.0,140.0,0.0,,1,0,0,0
231200044816,Debt Claim,01/31/2023,1139.9,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,1139.9,0.0,140.0,0.0,7.75,1,0,0,0
231200046780,Small Claims,02/03/2023,3820.0,Appeal,Judge Trial,10/12/2023,Appeal Filed,10/12/2023,Default Judgment,10/12/2023,1000.0,0.0,0.0,0.0,8.5,0,0,0,0
231200050649,Small Claims,02/03/2023,19500.0,Disposed,Judge Trial,10/12/2023,Trial or Hearing by Judge (OCA),10/12/2023,Final Judgment,10/12/2023,19500.0,0.0,129.0,0.0,8.5,0,0,0,0
231200053601,Small Claims,02/09/2023,3700.0,Disposed,Judge Trial,10/12/2023,Default Judgment (OCA),10/12/2023,Default Judgment,10/12/2023,3700.0,0.0,134.0,0.0,8.5,0,0,0,0
231200058691,Small Claims,02/13/2023,13167.03,Disposed,Default Docket,10/11/2023,Default Judgment (OCA),10/11/2023,Default Judgment,10/11/2023,13167.03,0.0,54.0,0.0,5.0,1,0,0,0
231200062299,Debt Claim,02/09/2023,736.54,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,736.54,0.0,140.0,0.0,7.75,1,0,0,0
231200068805,Debt Claim,02/15/2023,2296.3,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,2296.3,0.0,127.0,0.0,7.75,1,0,0,0
231200068896,Small Claims,02/15/2023,13411.98,Disposed,Judge Trial,09/28/2023,Agreed Judgment (OCA),09/28/2023,Agreed Judgment,10/04/2023,13411.98,0.0,54.0,0.0,8.25,1,0,0,0
231200068915,Small Claims,02/15/2023,12675.0,Disposed,,,Agreed Judgment (OCA),10/31/2023,Agreed Judgment,10/31/2023,4000.0,0.0,129.0,0.0,8.25,1,1,0,0
231200068919,Small Claims,02/20/2023,10000.0,Disposed,Judge Trial,10/12/2023,Trial or Hearing by Judge (OCA),10/12/2023,Final Judgment,10/12/2023,165.49,0.0,129.0,0.0,8.5,0,0,0,0
231200080846,Debt Claim,02/23/2023,4824.9,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,4724.9,0.0,131.0,0.0,7.75,1,0,0,0
231200082827,Debt Claim,02/23/2023,9118.8,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,9118.8,0.0,142.06,0.0,,1,0,0,0
231200091347,Debt Claim,02/28/2023,2233.2,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,2233.2,0.0,140.0,0.0,8.5,1,0,0,0
231200092827,Debt Claim,03/02/2023,8367.3,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,8367.3,0.0,140.0,0.0,7.75,1,0,0,0
231200093113,Debt Claim,03/07/2023,1717.31,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,1717.31,0.0,142.06,0.0,7.75,1,0,0,0
231200093170,Debt Claim,03/08/2023,2170.63,Disposed,,,Agreed Judgment (OCA),10/09/2023,Agreed Judgment,10/09/2023,2170.63,0.0,140.0,0.0,,1,1,0,0
231200112776,Small Claims,03/21/2023,1264.0,Disposed,Judge Trial,10/12/2023,Trial or Hearing by Judge (OCA),10/12/2023,Final Judgment,10/12/2023,1284.0,0.0,129.0,0.0,8.5,0,0,0,0
231200116444,Debt Claim,03/24/2023,5371.83,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,4883.49,0.0,55.56,0.0,7.75,1,0,0,0
231200119622,Debt Claim,03/27/2023,2360.99,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,2360.99,0.0,140.0,0.0,8.5,1,0,0,0
231200122555,Debt Claim,03/27/2023,2495.0,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,2495.0,0.0,140.0,0.0,,1,0,0,0
231200122628,Debt Claim,03/28/2023,10704.06,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,10454.06,0.0,0.0,0.0,,1,0,0,0
231200129282,Writ of Garnishment,04/04/2023,,Disposed,,,Agreed Judgment (OCA),10/28/2023,Agreed Judgment,10/30/2023,0.0,750.0,259.0,0.0,,0,0,0,0
231200138922,Debt Claim,04/03/2023,3479.0,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,3479.0,0.0,140.0,0.0,,1,0,0,0
231200145293,Debt Claim,04/06/2023,2676.19,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,2676.19,0.0,140.0,0.0,7.75,1,0,0,0
231200146823,Debt Claim,04/14/2023,5059.96,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,5059.96,0.0,54.0,0.0,7.75,1,0,0,0
231200156974,Debt Claim,04/19/2023,2527.19,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,2361.06,0.0,54.0,0.0,8.0,1,0,0,0
231200159378,Debt Claim,04/25/2023,10793.77,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,10593.77,0.0,55.56,0.0,7.75,1,0,0,0
231200159394,Debt Claim,04/25/2023,1043.34,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,892.66,0.0,142.06,0.0,8.25,1,0,0,0
231200159436,Debt Claim,04/25/2023,1251.63,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,1095.18,0.0,142.06,0.0,7.75,1,0,0,0
231200172640,Small Claims,05/08/2023,12718.93,Disposed,,,Agreed Judgment (OCA),10/20/2023,Agreed Judgment,10/20/2023,12718.93,0.0,149.0,287.48,5.0,1,0,0,0
231200172731,Debt Claim,05/02/2023,15869.69,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,15769.69,0.0,142.06,0.0,,1,0,0,0
231200172853,Debt Claim,05/05/2023,2859.39,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,2859.39,0.0,55.56,0.0,,1,0,0,0
231200172966,Debt Claim,05/08/2023,7211.59,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,7211.59,0.0,140.0,0.0,,1,0,0,0
231200182246,Eviction,05/15/2023,8815.0,Disposed,Eviction Docket,10/10/2023,Trial or Hearing by Judge (OCA),10/10/2023,Final Judgment,10/10/2023,0.0,0.0,0.0,0.0,,0,0,0,0
231200183894,Debt Claim,05/17/2023,3089.44,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,3089.44,0.0,142.06,0.0,8.25,1,0,0,0
231200187221,Debt Claim,05/18/2023,3478.46,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,3478.46,0.0,140.0,0.0,,1,0,0,0
231200192928,Debt Claim,05/22/2023,1672.16,Disposed,,,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,1114.0,0.0,54.0,0.0,,1,0,0,0
231200211614,Debt Claim,06/06/2023,1581.54,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,1581.54,0.0,140.0,0.0,8.25,1,0,0,0
231200228525,Debt Claim,06/16/2023,2739.39,Disposed,,,All Other Dispositions (OCA),05/13/2024,Agreed Judgment,10/23/2023,2542.39,0.0,54.0,0.0,8.25,1,0,0,0
231200241027,Small Claims,06/26/2023,10090.0,Disposed,,,Agreed Judgment (OCA),10/10/2023,Agreed Judgment,10/10/2023,10000.0,3333.0,58.5,292.0,5.0,1,0,0,0
231200253091,Debt Claim,07/10/2023,4667.7,Disposed,,,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,4592.7,0.0,54.0,0.0,8.25,1,0,0,0
231200254588,Eviction,07/11/2023,1024.0,Disposed,Eviction Docket,10/17/2023,Trial or Hearing by Judge (OCA),10/17/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,0,0,0,0
231200264170,Debt Claim,07/18/2023,2658.26,Disposed,Judge Trial,10/16/2023,Agreed Judgment (OCA),10/16/2023,Agreed Judgment,10/16/2023,2658.26,0.0,140.0,0.0,8.5,1,0,0,0
231200282526,Debt Claim,08/01/2023,6971.75,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,6971.75,0.0,54.0,0.0,,1,0,0,0
231200331434,Eviction,09/06/2023,0.0,Disposed,Eviction Docket,10/17/2023,Trial or Hearing by Judge (OCA),10/17/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,1,0,0,0
231200331747,Eviction,09/08/2023,1333.45,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,0.0,0.0,0.0,0.0,,0,0,0,0
231200335645,Eviction,09/11/2023,1400.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,1535.0,0.0,129.0,0.0,8.5,0,0,0,0
231200336973,Eviction,09/13/2023,18000.0,Disposed,Eviction Docket,10/03/2023,Trial or Hearing by Judge (OCA),10/03/2023,Final Judgment,10/03/2023,0.0,0.0,0.0,0.0,,0,0,0,0
231200337216,Eviction,09/13/2023,1505.0,Disposed,Eviction Docket,10/17/2023,Trial or Hearing by Judge (OCA),10/17/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,0,1,0,0
231200337239,Eviction,09/13/2023,1394.0,Appeal,Hearing,10/31/2023,Appeal Filed,10/23/2023,Final Judgment,10/17/2023,0.0,0.0,129.0,0.0,8.5,0,1,0,0
231200337452,Eviction,09/13/2023,550.0,Appeal,Hearing,10/17/2023,Appeal Filed,10/13/2023,Final Judgment,10/10/2023,824.0,0.0,129.0,0.0,8.5,0,0,0,0
231200337473,Eviction,09/13/2023,1260.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,3110.0,0.0,129.0,0.0,8.5,0,0,0,0
231200337599,Eviction,09/12/2023,3230.0,Appeal,Eviction Docket,10/10/2023,Appeal Filed,10/17/2023,Default Judgment,10/10/2023,5762.0,0.0,129.0,0.0,8.5,0,0,0,0
231200337607,Eviction,09/12/2023,0.0,Appeal,Eviction Docket,10/17/2023,Appeal Filed,10/23/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,0,1,0,0
231200337610,Eviction,09/12/2023,1390.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,1019.0,0.0,129.0,0.0,,0,0,0,0
231200337843,Eviction,09/13/2023,3313.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,6787.0,0.0,129.0,0.0,8.5,0,0,0,0
231200338109,Eviction,09/13/2023,1693.4,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,2685.0,0.0,129.0,0.0,8.5,0,0,0,0
231200339235,Eviction,09/14/2023,1400.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,1535.0,0.0,129.0,0.0,8.5,0,0,0,0
231200340680,Eviction,09/15/2023,5780.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,3285.0,0.0,129.0,0.0,8.5,0,0,0,0
231200340797,Eviction,09/14/2023,2734.55,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,2144.0,0.0,204.0,0.0,8.5,0,0,0,0
231200340846,Eviction,09/14/2023,,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,0.0,0.0,0.0,0.0,,1,0,0,0
231200341061,Eviction,09/15/2023,1760.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,1930.0,0.0,129.0,0.0,8.5,0,0,0,0
231200341145,Eviction,09/15/2023,1703.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,0.0,0.0,0.0,0.0,,0,0,0,0
231200341259,Eviction,09/15/2023,1750.0,Disposed,Eviction Docket,10/03/2023,Trial or Hearing by Judge (OCA),10/03/2023,Final Judgment,10/03/2023,0.0,0.0,0.0,0.0,,0,0,0,0
231200341272,Eviction,09/15/2023,2595.0,Disposed,Eviction Docket,10/03/2023,Trial or Hearing by Judge (OCA),10/03/2023,Final Judgment,10/03/2023,2970.0,0.0,129.0,0.0,,0,0,0,0
231200343971,Eviction,09/18/2023,2754.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,3760.0,0.0,129.0,0.0,8.5,0,0,0,0
231200343992,Eviction,09/18/2023,3634.0,Appeal,Eviction Docket,10/03/2023,Appeal Filed,10/06/2023,Final Judgment,10/03/2023,3000.0,0.0,129.0,0.0,8.5,0,0,0,0
231200343997,Eviction,09/18/2023,1890.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,3101.0,129.0,0.0,0.0,8.5,0,0,0,0
231200344662,Eviction,09/15/2023,1530.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,3208.0,0.0,129.0,0.0,8.5,0,0,0,0
231200344692,Eviction,09/19/2023,4650.0,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,6700.0,0.0,129.0,0.0,8.5,0,0,0,0
231200344724,Eviction,09/15/2023,1635.0,Disposed,Eviction Docket,10/03/2023,Default Judgment (OCA),10/03/2023,Default Judgment,10/03/2023,3428.0,0.0,129.0,0.0,8.5,0,0,0,0
231200344889,Eviction,09/19/2023,1891.2,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,2130.0,0.0,129.0,0.0,8.5,0,0,0,0
231200346180,Eviction,09/18/2023,7000.0,Disposed,Eviction Docket,10/03/2023,Trial or Hearing by Judge (OCA),10/03/2023,Final Judgment,10/03/2023,7605.0,0.0,129.0,0.0,8.5,1,0,0,0
231200346191,Eviction,09/18/2023,2349.0,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,3107.0,0.0,129.0,0.0,8.5,0,0,0,0
231200346222,Eviction,09/18/2023,3566.06,Appeal,Eviction Docket,10/17/2023,Appeal Filed,10/24/2023,Default Judgment,10/17/2023,3862.0,0.0,129.0,0.0,8.5,0,0,0,0
231200346267,Eviction,09/18/2023,5303.61,Disposed,Eviction Docket,10/17/2023,Default Judgment (OCA),10/17/2023,Default Judgment,10/17/2023,5773.0,0.0,129.0,0.0,8.5,0,0,0,0
231200348113,Eviction,09/21/2023,550.0,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,906.0,0.0,129.0,0.0,8.5,0,0,0,0
231200348210,Eviction,09/21/2023,8948.0,Appeal,Eviction Docket,10/10/2023,Appeal Filed,10/17/2023,Final Judgment,10/10/2023,9483.0,0.0,204.0,0.0,8.5,0,0,0,0
231200348240,Eviction,09/21/2023,1908.45,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,1908.0,0.0,204.0,0.0,8.5,0,0,0,0
231200348519,Eviction,09/20/2023,1415.0,Disposed,Eviction Docket,10/17/2023,Trial or Hearing by Judge (OCA),10/17/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,0,0,0,0
231200349345,Eviction,09/21/2023,3141.67,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,0.0,129.0,0.0,0.0,8.5,0,0,0,0
231200349411,Eviction,09/21/2023,4662.0,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,5307.0,0.0,129.0,0.0,,0,0,0,0
231200349597,Eviction,09/21/2023,1790.35,Appeal,Eviction Docket,10/17/2023,Appeal Filed,10/24/2023,Default Judgment,10/17/2023,1790.0,0.0,129.0,0.0,8.5,1,0,0,0
231200349633,Eviction,09/21/2023,1643.07,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,3001.0,0.0,129.0,0.0,,0,0,0,0
231200349901,Eviction,09/22/2023,198.0,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,792.0,0.0,129.0,0.0,,0,0,0,0
231200350107,Eviction,09/22/2023,923.0,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,1207.0,0.0,129.0,0.0,8.5,0,0,0,0
231200354212,Eviction,09/26/2023,0.0,Disposed,Eviction Docket,10/24/2023,Trial or Hearing by Judge (OCA),10/24/2023,Final Judgment,10/24/2023,0.0,0.0,0.0,0.0,8.5,0,0,0,0
231200354331,Eviction,09/26/2023,1494.0,Appeal,Eviction Docket,10/17/2023,Appeal Filed,10/24/2023,Final Judgment,10/17/2023,1494.0,0.0,204.0,0.0,8.5,0,0,0,0
231200354346,Eviction,09/26/2023,1855.0,Disposed,Eviction Docket,10/17/2023,Default Judgment (OCA),10/17/2023,Default Judgment,10/17/2023,1855.0,0.0,129.0,0.0,8.5,0,0,0,0
231200354503,Eviction,09/26/2023,460.0,Disposed,Eviction Docket,10/17/2023,Trial or Hearing by Judge (OCA),10/17/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,0,1,0,0
231200354542,Eviction,09/26/2023,1285.0,Disposed,Eviction Docket,10/17/2023,Default Judgment (OCA),10/17/2023,Default Judgment,10/17/2023,1870.0,0.0,204.0,0.0,,0,0,0,0
231200355575,Eviction,09/26/2023,2599.26,Disposed,Eviction Docket,10/17/2023,Default Judgment (OCA),10/17/2023,Default Judgment,10/17/2023,3617.0,0.0,129.0,0.0,8.5,1,0,0,0
231200355643,Eviction,09/27/2023,29.0,Disposed,Eviction Docket,10/24/2023,Trial or Hearing by Judge (OCA),10/24/2023,Final Judgment,10/24/2023,0.0,0.0,0.0,0.0,,1,1,0,0
231200355703,Eviction,09/25/2023,698.0,Disposed,Eviction Docket,10/10/2023,Default Judgment (OCA),10/10/2023,Default Judgment,10/10/2023,698.0,0.0,129.0,0.0,8.5,1,0,0,0
231200355964,Eviction,09/27/2023,21945.0,Appeal,Eviction Docket,10/17/2023,Appeal Filed,10/23/2023,Default Judgment,10/17/2023,0.0,0.0,204.0,0.0,,0,0,0,0
231200361491,Eviction,10/02/2023,11752.0,Disposed,Eviction Docket,10/17/2023,Default Judgment (OCA),10/17/2023,Default Judgment,10/17/2023,9620.0,0.0,129.0,0.0,8.5,0,0,0,0
231200362157,Eviction,10/02/2023,19926.0,Disposed,Eviction Docket,10/17/2023,Default Judgment (OCA),10/17/2023,Default Judgment,10/17/2023,0.0,0.0,0.0,0.0,,1,0,0,0
231200363643,Eviction,10/03/2023,0.0,Disposed,Eviction Docket,10/31/2023,Default Judgment (OCA),10/31/2023,Default Judgment,10/31/2023,0.0,0.0,129.0,0.0,8.5,0,0,0,0
231200363754,Eviction,10/02/2023,0.0,Disposed,Eviction Docket,10/17/2023,Trial or Hearing by Judge (OCA),10/17/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,1,0,0,0
231200364048,Eviction,10/04/2023,0.0,Disposed,Eviction Docket,10/24/2023,Default Judgment (OCA),10/24/2023,Default Judgment,10/24/2023,0.0,0.0,129.0,0.0,8.5,0,0,0,0
231200364074,Eviction,10/04/2023,0.0,Disposed,Eviction Docket,10/24/2023,Default Judgment (OCA),10/24/2023,Default Judgment,10/24/2023,129.0,0.0,0.0,0.0,8.5,0,0,0,0
231200364181,Eviction,10/03/2023,2090.0,Disposed,Eviction Docket,10/17/2023,Trial or Hearing by Judge (OCA),10/17/2023,Final Judgment,10/17/2023,0.0,0.0,0.0,0.0,,0,0,0,0
